fredag 15. mars 2024	17:35:19
Time(s)	SP-1	SP-2	SP-3	SP-4	SP-5	SP-6	SP-7	SP-8	SP-9	SP-10	SP-11	SP-12	SP-13	SP-14	SP-15	SC-1	SP-16	SP-17	SP-18	SP-19	SP-20	SP-21	SP-22	SP-23	SP-24	SP-25	SP-26	SP-27	SP-28	SP-29	SP-30	
17,000000	1205,491539	110,710297	78,259475	88,982915	81,366551	97,261914	87,277742	119,584253	81,864157	52,316147	108,007230	87,255352	77,059183	59,977001	71,298308	0,902552	47,380562	60,719407	70,789510	78,394482	87,740649	98,407338	98,794463	83,300746	87,395653	78,061880	98,982199	66,915105	48,446783	78,078239	82,569963
18,000000	1205,491576	110,662637	78,201342	88,879371	81,194606	97,101566	87,116287	119,425992	81,714192	52,151940	107,870444	87,109132	76,926540	59,828359	71,150628	0,898587	47,329602	60,602319	70,635408	78,280872	87,619891	98,389877	98,732927	83,256809	87,323950	78,016773	98,935628	66,892515	48,344456	78,043876	82,490093
19,000000	1205,491598	110,635402	78,119857	88,711563	81,004285	96,915812	86,937340	119,230419	81,541828	51,983577	107,726082	86,935504	76,779921	59,655023	71,012012	0,897979	47,265095	60,476014	70,504519	78,076392	87,507859	98,376034	98,788223	83,142942	87,229919	78,004291	98,935045	66,863301	48,260533	78,026764	82,391733
20,000000	1205,491611	110,611378	78,060469	88,563564	80,798768	96,724867	86,754771	119,043501	81,362438	51,810325	107,553300	86,753441	76,623373	59,485851	70,873362	0,896463	47,194217	60,326867	70,384131	78,001157	87,365467	98,374396	98,793200	83,050948	87,153470	78,000487	98,901123	66,847190	48,179559	77,994719	82,348279
21,000000	1205,491619	110,602481	77,989915	88,451304	80,612873	96,563021	86,611458	118,878940	81,189068	51,638508	107,398975	86,627434	76,457593	59,346796	70,741759	0,895249	47,119736	60,205863	70,246629	77,898394	87,227636	98,342336	98,692862	83,013326	87,105840	77,958758	98,894808	66,803194	48,145990	77,988245	82,308382
22,000000	1205,491624	110,602896	77,936888	88,324439	80,418971	96,401950	86,449749	118,695164	81,026417	51,479375	107,270640	86,467912	76,315671	59,205562	70,635505	0,891313	47,091021	60,098629	70,133124	77,772263	87,088256	98,331854	98,776673	82,927430	87,038276	77,969580	98,903866	66,819245	48,082603	77,981098	82,196490
23,000000	1205,491626	110,606542	77,913911	88,254285	80,296664	96,275082	86,305018	118,570303	80,889910	51,356559	107,138444	86,345344	76,196952	59,088917	70,495080	0,892403	47,021693	59,957842	70,017271	77,703410	87,076638	98,359211	98,737293	82,882248	86,977881	77,992333	98,914042	66,808796	48,008853	77,998837	82,135589
24,000000	1205,491628	110,594472	77,853296	88,155539	80,181543	96,157576	86,168563	118,458963	80,765164	51,263577	107,018781	86,232040	76,099634	58,985711	70,376037	0,889838	46,988583	59,834448	69,934203	77,595065	87,013056	98,331384	98,776763	82,801551	86,941164	77,988344	98,884687	66,771610	47,955351	78,010583	82,099029
25,000000	1205,491629	110,578570	77,790611	88,038260	80,015837	96,006675	86,015422	118,308900	80,625334	51,126640	106,908040	86,112721	75,955789	58,868901	70,264616	0,889002	46,931000	59,719454	69,838768	77,475975	86,889057	98,327265	98,824278	82,780758	86,910139	77,931444	98,877682	66,754861	47,927797	78,017150	82,018727
26,000000	1205,491630	110,566779	77,733380	87,916201	79,817557	95,835467	85,856726	118,128876	80,483788	50,976115	106,773550	85,977069	75,826786	58,737042	70,130873	0,887574	46,873992	59,619203	69,718822	77,392116	86,795115	98,312748	98,866285	82,703249	86,868366	77,905195	98,879268	66,743514	47,882346	77,982637	81,938782
27,000000	1205,491630	110,555149	77,673818	87,796989	79,636087	95,664280	85,745423	117,956601	80,331036	50,822906	106,623620	85,828189	75,701698	58,596539	69,995555	0,884960	46,796696	59,512467	69,618437	77,306958	86,681930	98,297125	98,783487	82,650439	86,805393	77,900717	98,866556	66,729734	47,824220	77,993193	81,960860
28,000000	1205,491630	110,548313	77,630991	87,705629	79,501085	95,522529	85,597921	117,824003	80,208122	50,712373	106,507251	85,718390	75,584672	58,495150	69,878948	0,879965	46,726036	59,418454	69,534403	77,253355	86,629488	98,297892	98,791992	82,623828	86,789231	77,905167	98,836789	66,714219	47,833262	77,998805	81,929086
29,000000	1205,491630	110,542645	77,544358	87,589328	79,335136	95,364338	85,441678	117,677391	80,067644	50,574817	106,390279	85,587518	75,476035	58,382928	69,772031	0,881812	46,678522	59,328660	69,454408	77,181436	86,547582	98,280628	98,764563	82,593946	86,761815	77,913927	98,832725	66,718629	47,816340	77,996471	81,920430
30,000000	1205,491583	110,531091	77,478066	87,455670	79,155260	95,199181	85,276836	117,486194	79,893459	50,405978	106,228890	85,417764	75,338764	58,235875	69,664453	0,878123	46,651447	59,169545	69,332822	77,033968	86,414341	98,254356	98,715989	82,496430	86,693414	77,907000	98,817550	66,663492	47,687466	77,998417	81,770550
31,000000	1205,491515	110,532816	77,422982	87,352679	78,963032	95,021415	85,102713	117,287039	79,713835	50,239910	106,052681	85,255612	75,180407	58,061165	69,531858	0,875477	46,595180	59,064692	69,224473	76,892638	86,316403	98,271783	98,662667	82,454842	86,616226	77,923911	98,829572	66,625793	47,623247	77,989506	81,772175
32,000000	1205,491562	110,531606	77,365595	87,230981	78,712038	94,821845	84,953457	117,082796	79,544916	50,062240	105,885297	85,078426	75,011001	57,892328	69,382508	0,871845	46,534880	58,944597	69,048062	76,721249	86,175868	98,250351	98,700008	82,378357	86,536709	77,900382	98,819849	66,589329	47,538176	77,979378	81,648504
33,000000	1205,491566	110,524011	77,314477	87,135804	78,536418	94,644502	84,770748	116,875732	79,349802	49,864836	105,708186	84,900848	74,838953	57,725884	69,226807	0,867750	46,502676	58,772202	68,896513	76,602510	86,066129	98,295241	98,766279	82,311679	86,477517	77,873048	98,830423	66,584388	47,464915	77,947392	81,602323
34,000000	1205,491592	110,516611	77,258847	87,027747	78,358334	94,465261	84,574613	116,699456	79,173058	49,697931	105,546267	84,755444	74,708975	57,589320	69,078016	0,867472	46,427419	58,635071	68,769223	76,555968	85,992512	98,289924	98,692277	82,270913	86,419973	77,843845	98,834752	66,560184	47,483769	77,955517	81,663381
35,000000	1205,491607	110,501660	77,216010	86,987384	78,206977	94,320644	84,406612	116,591803	79,068039	49,612071	105,442851	84,670415	74,638420	57,501948	68,954566	0,865871	46,369908	58,535736	68,744242	76,540865	85,907704	98,295464	98,695093	82,274634	86,404751	77,837865	98,814466	66,511841	47,461039	77,964300	81,643591
36,000000	1205,491617	110,483443	77,167289	86,891007	78,069386	94,194569	84,263285	116,445074	78,952998	49,479854	105,341886	84,532302	74,518190	57,391143	68,810275	0,863762	46,287457	58,406811	68,635447	76,380875	85,820385	98,282023	98,704456	82,227981	86,322518	77,789838	98,795825	66,506297	47,416129	77,903448	81,581825
37,000000	1205,491622	110,444690	77,116531	86,827757	77,962849	94,088680	84,124471	116,332042	78,842569	49,385604	105,257701	84,442873	74,406160	57,307281	68,693842	0,863574	46,242596	58,310159	68,595183	76,345972	85,767539	98,245760	98,674994	82,190038	86,286673	77,806902	98,798802	66,499815	47,370185	77,898339	81,481270
38,000000	1205,491626	110,444403	77,085587	86,771353	77,867206	93,973198	84,007667	116,213174	78,736613	49,287953	105,158556	84,340712	74,323406	57,193642	68,561346	0,863714	46,149109	58,225625	68,495215	76,246100	85,724053	98,212691	98,522052	82,121914	86,243890	77,776392	98,780766	66,487536	47,333232	77,878852	81,476553
39,000000	1205,491628	110,434789	77,047217	86,705283	77,756242	93,856876	83,883982	116,087485	78,611984	49,173828	105,049756	84,237736	74,214141	57,086286	68,418945	0,863682	46,082656	58,120976	68,413957	76,121755	85,634958	98,199712	98,476393	82,053533	86,202323	77,749524	98,747188	66,496844	47,254167	77,873165	81,280543
40,000000	1205,491629	110,405045	77,008286	86,606346	77,604103	93,705188	83,754431	115,914872	78,446838	49,030843	104,929621	84,102210	74,086595	56,974597	68,316601	0,862053	46,021623	58,036594	68,303650	76,012454	85,535674	98,196070	98,488711	82,042790	86,135201	77,727429	98,746647	66,459330	47,211512	77,834776	81,304481
41,000000	1205,491474	110,321318	76,981123	86,490433	77,440725	93,559836	83,573814	115,762170	78,297239	48,889270	104,793638	83,966404	73,964586	56,847792	68,219306	0,860113	45,944273	57,928257	68,238789	75,993429	85,493590	98,160481	98,500345	82,031828	86,159034	77,741725	98,711157	66,436489	47,238013	77,833362	81,342624
42,000000	1205,491537	110,251863	76,934976	86,422872	77,268364	93,420108	83,441590	115,600028	78,178802	48,778338	104,688475	83,870211	73,860115	56,764328	68,138917	0,859676	45,885810	57,852697	68,166012	75,941554	85,446217	98,128326	98,525559	81,959809	86,112745	77,749584	98,726978	66,402549	47,152002	77,836006	81,322445
43,000000	1205,491575	110,212188	76,891126	86,335267	77,125694	93,266932	83,302669	115,420703	78,008654	48,621576	104,525448	83,724253	73,730431	56,605165	68,020201	0,858580	45,834756	57,737696	68,050887	75,650781	85,242931	98,122411	98,538590	81,847631	85,981327	77,705424	98,708423	66,405267	46,981068	77,818415	81,122180
44,000000	1205,491597	110,143095	76,865354	86,214003	76,897774	93,064704	83,108876	115,182369	77,828012	48,419725	104,345027	83,521281	73,544487	56,432279	67,901126	0,853741	45,774614	57,585642	67,865089	75,496807	85,103543	98,122073	98,545874	81,735394	85,823859	77,673597	98,675611	66,401803	46,784320	77,763206	80,843822
45,000000	1205,491611	110,036571	76,807767	86,031143	76,599595	92,816544	82,921781	114,840194	77,499683	48,127239	104,042520	83,173346	73,227578	56,071080	67,702235	0,851956	45,687256	57,361671	67,605588	74,935968	84,669395	98,079443	98,429709	81,430070	85,514991	77,648093	98,678591	66,352315	46,311416	77,717292	80,328659
46,000000	1205,491619	109,953353	76,764677	85,917579	76,309019	92,541479	82,675746	114,503671	77,174782	47,787118	103,725565	82,830178	72,898818	55,716518	67,452453	0,846127	45,637658	57,101135	67,301416	74,709170	84,390988	98,010615	98,470813	81,306978	85,395107	77,612087	98,623281	66,288337	46,179625	77,713936	80,278363
47,000000	1205,491329	109,901098	76,750151	85,818573	76,057137	92,287275	82,419867	114,242560	76,935169	47,533609	103,500023	82,585316	72,684555	55,500778	67,236595	0,841630	45,552291	56,869521	67,105037	74,577075	84,285799	97,948951	98,432808	81,264060	85,357872	77,584484	98,612978	66,264815	46,173603	77,730412	80,275198
48,000000	1205,491450	109,873039	76,737542	85,764818	75,868269	92,123784	82,195016	114,108138	76,766999	47,415716	103,360275	82,463501	72,555148	55,385936	67,058877	0,839034	45,509024	56,709858	66,986689	74,603727	84,274173	97,941042	98,431111	81,250986	85,336662	77,593051	98,618000	66,258603	46,194694	77,721716	80,312998
49,000000	1205,491522	109,852124	76,711737	85,722286	75,755804	91,995438	82,023743	114,016003	76,672276	47,335581	103,276130	82,380329	72,471479	55,309895	66,885467	0,838639	45,451988	56,563062	66,895541	74,647775	84,269174	97,921697	98,351914	81,237443	85,397859	77,584863	98,611973	66,238791	46,262646	77,741224	80,410194
50,000000	1205,491566	109,853568	76,676722	85,702273	75,717503	91,900032	81,854169	113,997584	76,637562	47,298284	103,203357	82,357210	72,460164	55,320432	66,773085	0,838692	45,364528	56,482494	66,888862	74,756461	84,294048	97,914827	98,373020	81,365171	85,478654	77,597453	98,633866	66,219505	46,462906	77,755131	80,682641
51,000000	1205,491592	109,808096	76,623755	85,675842	75,728468	91,882199	81,757121	114,018832	76,619456	47,355589	103,266678	82,435029	72,522854	55,429593	66,709450	0,835723	45,300715	56,485898	66,969330	74,993646	84,488096	97,870673	98,428754	81,449215	85,611520	77,613835	98,608902	66,256942	46,665123	77,738228	80,911180
52,000000	1205,491607	109,409442	76,318455	85,113506	74,766329	90,745052	81,319132	113,199249	76,095731	46,834938	102,878675	82,050397	72,206666	55,126550	66,566459	0,835522	45,180729	56,453212	66,919608	74,457034	84,169880	97,848736	98,294938	81,320487	85,527593	77,557168	98,587638	66,235322	46,757568	77,687627	81,099183
53,000000	1205,491458	107,105425	73,188031	82,873347	69,955804	87,006347	78,218401	108,783072	72,269622	43,166471	99,692421	78,608750	69,201663	51,920236	65,808574	0,823706	45,075690	55,598728	65,481275	70,783750	80,930452	97,662190	98,078717	79,798420	84,106591	77,369351	98,472958	66,134770	45,562606	77,631380	80,026899
54,000000	1205,491527	104,811893	69,077963	80,770887	65,730947	82,386753	73,281350	103,155581	66,895528	37,863750	94,786475	73,460525	64,514500	47,091226	64,033332	0,800734	44,907590	53,673381	62,404143	67,101453	77,361546	96,197735	97,770416	78,019667	82,163756	77,027459	98,306763	65,951845	44,024909	77,416073	78,516098
55,000000	1205,491430	103,511553	68,604380	80,114747	64,785465	81,077281	70,726130	101,667800	64,878920	35,845343	92,648110	71,478061	62,548985	45,307649	62,296097	0,772700	44,775787	51,816974	60,255905	67,069420	76,968483	93,359682	97,653235	77,647018	81,644604	76,825295	98,203952	65,820981	42,961721	77,297645	78,170044
56,000000	1205,491510	102,876663	68,932926	80,331993	66,539237	82,294121	71,072427	103,778486	66,338146	37,228042	93,642353	72,900641	63,636347	46,676280	61,401831	0,755905	44,646598	51,026082	60,134666	68,792549	78,386811	91,801909	97,600310	78,199985	82,147779	76,837495	98,174529	65,790101	43,111525	77,280605	78,638268
57,000000	1205,491559	102,568764	69,361535	80,862814	69,012054	84,350786	72,826946	106,699400	68,913326	39,763673	95,866271	75,385134	65,738532	48,974824	61,205798	0,750795	44,547972	51,139398	61,208129	70,595182	79,922829	90,885706	97,590922	78,935904	82,818570	77,002990	98,158214	65,833938	43,611782	77,328065	79,262955
58,000000	1205,491588	102,472126	69,675888	81,362573	70,978620	86,146670	74,780359	108,924177	71,172675	41,960788	97,922653	77,453631	67,576970	50,886538	61,443446	0,756774	44,482910	51,763955	62,522869	71,799344	80,971739	90,372042	97,642628	79,418321	83,323439	77,114359	98,152140	65,894775	44,017601	77,334007	79,679340
59,000000	1205,491605	102,418198	69,805975	81,618679	72,013178	87,303228	76,234951	110,102956	72,519570	43,304259	99,233317	78,671564	68,715997	52,032280	61,840146	0,762850	44,371499	52,402790	63,552807	72,378610	81,544663	90,069831	97,679836	79,678327	83,602678	77,182482	98,159296	65,936996	44,235265	77,334628	79,950340
60,000000	1205,491615	102,387108	69,818573	81,665927	72,187919	87,819826	77,015816	110,431519	73,070536	43,837007	99,812560	79,140317	69,189220	52,482726	62,212704	0,763879	44,278356	52,961600	64,092562	72,484633	81,703766	89,877784	97,692670	79,736150	83,686357	77,243202	98,157760	65,932004	44,235676	77,366499	80,027245
61,000000	1205,491621	102,337502	69,745524	81,520917	71,897197	87,842246	77,170831	110,234255	73,028056	43,775611	99,851081	79,103679	69,182703	52,444952	62,492392	0,771203	44,186172	53,287126	64,310653	72,297376	81,556313	89,732206	97,606362	79,682498	83,614732	77,245397	98,148074	65,905560	44,208967	77,358493	80,027465
62,000000	1205,491625	102,333298	69,670593	81,314613	71,377347	87,564275	76,989961	109,807256	72,727597	43,484073	99,632570	78,817667	68,978088	52,182049	62,661028	0,771343	44,146502	53,437801	64,280207	72,073325	81,383573	89,652664	97,634949	79,603437	83,536026	77,238624	98,183715	65,931299	44,115765	77,378626	79,935134
63,000000	1205,491627	102,323026	69,608185	81,106004	70,908256	87,213761	76,682642	109,374697	72,329781	43,098954	99,334042	78,471268	68,685086	51,861134	62,728243	0,773394	44,081654	53,376352	64,120457	71,797008	81,146792	89,642657	97,633313	79,461712	83,409158	77,228920	98,181524	65,906584	43,915719	77,394978	79,769698
64,000000	1205,491629	102,316415	69,551880	80,920996	70,509081	86,852457	76,364607	109,005349	71,958516	42,732798	99,021796	78,163455	68,397523	51,541799	62,700357	0,773299	44,005527	53,241754	63,892240	71,566416	80,919778	89,576160	97,638818	79,345885	83,286392	77,234559	98,166628	65,899756	43,763588	77,374155	79,614868
65,000000	1205,491629	102,291429	69,473570	80,765496	70,041594	86,453508	76,009671	108,621279	71,597121	42,393410	98,733756	77,863662	68,124685	51,250512	62,594595	0,773149	43,905228	53,075740	63,701554	71,387020	80,787236	89,597517	97,615570	79,283899	83,221155	77,209390	98,165557	65,881673	43,743778	77,371867	79,628983
66,000000	1205,491630	102,250068	69,378377	80,553206	69,477477	85,955450	75,574179	108,105912	71,142592	41,953343	98,344144	77,472174	67,770086	50,907869	62,462305	0,768416	43,830892	52,855956	63,489238	71,172323	80,546809	89,577765	97,565074	79,165306	83,167624	77,205619	98,158405	65,867921	43,750800	77,358570	79,712672
67,000000	1205,491630	102,204073	69,292823	80,375144	68,874074	85,409987	75,038749	107,549957	70,653908	41,464304	97,923807	77,079313	67,431919	50,527528	62,277524	0,765750	43,687326	52,638341	63,246593	70,980651	80,373665	89,558113	97,568384	79,128692	83,100728	77,178753	98,135250	65,820122	43,808355	77,322215	79,834689
68,000000	1205,491630	102,181666	69,213558	80,252609	68,308051	84,891317	74,529820	107,066369	70,203917	41,041075	97,533628	76,724038	67,135725	50,223050	62,095010	0,765686	43,622596	52,402312	63,036925	70,813041	80,233460	89,555791	97,520887	79,082787	83,049619	77,154465	98,116004	65,855388	43,789305	77,332994	79,764829
69,000000	1205,491631	102,156160	69,154267	80,148319	67,763828	84,358376	73,986934	106,540807	69,731986	40,565183	97,089013	76,297577	66,746661	49,823685	61,867911	0,764453	43,548972	52,133265	62,742374	70,388190	79,911589	89,570688	97,547659	78,921705	82,878415	77,143385	98,094327	65,855727	43,583170	77,304421	79,613717
70,000000	1205,491631	102,129941	69,126939	80,074441	67,310130	83,861018	73,556313	106,087186	69,279226	40,125043	96,651609	75,888574	66,365936	49,415854	61,617193	0,759332	43,448967	51,808173	62,421612	70,107622	79,647358	89,572065	97,564503	78,777772	82,746172	77,132180	98,089197	65,775229	43,370623	77,298610	79,411167
71,000000	1205,491631	102,086415	69,068871	79,987639	66,890914	83,444779	73,106561	105,659952	68,874877	39,720468	96,274312	75,532070	66,054229	49,070153	61,378014	0,758913	43,341226	51,514456	62,074548	69,814330	79,369961	89,498392	97,498603	78,648364	82,595428	77,074822	98,046498	65,789482	43,186467	77,271886	79,244999
72,000000	1205,491631	102,066527	69,036023	79,953326	66,473737	83,007883	72,720490	105,250958	68,487580	39,360240	95,885900	75,160628	65,723663	48,723330	61,119902	0,754567	43,254975	51,222577	61,787892	69,509182	79,095557	89,466569	97,540650	78,542636	82,425460	77,070834	98,066137	65,789671	43,011924	77,259364	79,069057
73,000000	1205,491631	102,057489	69,003820	79,911075	66,147526	82,630845	72,363152	104,906885	68,155351	39,023189	95,541022	74,823733	65,408591	48,408246	60,837000	0,751770	43,165729	50,920145	61,509688	69,318726	78,953632	89,464685	97,547779	78,449936	82,332746	77,050199	98,061638	65,785078	42,888055	77,232949	78,977931
74,000000	1205,491631	102,049159	68,994433	79,888822	65,957183	82,376602	72,120643	104,692200	67,955095	38,816342	95,325345	74,629425	65,219938	48,220181	60,584018	0,749275	43,046825	50,685349	61,285313	69,202708	78,820237	89,485079	97,573682	78,414771	82,268298	77,060232	98,057055	65,767043	42,848383	77,228766	78,991287
75,000000	1205,491631	102,046460	68,976857	79,865218	65,774754	82,142857	71,898027	104,510497	67,770034	38,637570	95,134463	74,460592	65,082275	48,066611	60,363677	0,739514	42,911197	50,494589	61,085134	69,124174	78,758884	89,478865	97,532670	78,398603	82,288256	77,031775	98,059660	65,750826	42,854018	77,232442	79,011939
76,000000	1205,491631	102,000955	68,958845	79,824692	65,592402	81,927227	71,710202	104,329291	67,593858	38,474733	94,945159	74,327875	64,958456	47,944097	60,169213	0,735410	42,826654	50,329442	60,987458	69,041415	78,653500	89,479323	97,521580	78,355603	82,260066	77,040762	98,025730	65,740936	42,855163	77,209138	78,981362
77,000000	1205,491631	101,992073	68,939203	79,812844	65,382818	81,699965	71,500585	104,117981	67,389471	38,287604	94,771399	74,141887	64,791499	47,778922	59,972093	0,735938	42,716164	50,174930	60,856881	68,876509	78,500877	89,479717	97,545906	78,272146	82,132020	77,008432	97,979622	65,723482	42,756649	77,204911	78,867869
78,000000	1205,491631	101,978382	68,903514	79,773275	65,142604	81,452333	71,254787	103,880978	67,152440	38,040582	94,559737	73,939484	64,607397	47,580323	59,750543	0,732945	42,604518	50,006181	60,667853	68,720728	78,398158	89,447352	97,496521	78,163817	82,084786	76,980462	98,001328	65,723754	42,665734	77,206169	78,826754
79,000000	1205,491631	101,963098	68,897024	79,753350	64,907078	81,205042	71,040128	103,643202	66,925375	37,821765	94,356165	73,724731	64,408170	47,387986	59,549753	0,729368	42,516647	49,830437	60,539922	68,603050	78,255907	89,385569	97,513724	78,105266	82,038977	76,976498	98,002821	65,725053	42,621098	77,183965	78,795043
80,000000	1205,491475	101,966326	68,899722	79,730876	64,752604	81,008380	70,855130	103,469402	66,771678	37,652557	94,193009	73,565555	64,275187	47,254163	59,387047	0,724899	42,402919	49,699351	60,378811	68,521244	78,224187	89,425573	97,515898	78,073004	82,003655	76,990993	98,004093	65,723825	42,630726	77,141402	78,795709
81,000000	1205,491537	101,954885	68,899981	79,730995	64,567070	80,808173	70,634147	103,291769	66,608554	37,469591	94,052413	73,392643	64,150330	47,107901	59,225872	0,723925	42,308077	49,566639	60,276232	68,418367	78,124236	89,444314	97,443427	78,039568	81,954594	76,991989	97,985037	65,695415	42,585800	77,165265	78,759881
82,000000	1205,491575	101,935165	68,878202	79,700649	64,385013	80,587967	70,429180	103,051535	66,373716	37,279756	93,844755	73,206356	63,947508	46,918620	59,039817	0,719295	42,216790	49,384691	60,124211	68,282998	77,994549	89,420862	97,399040	77,958972	81,862933	76,980803	97,966566	65,704322	42,464085	77,190627	78,647417
83,000000	1205,491458	101,923212	68,861809	79,699189	64,200540	80,374430	70,198997	102,821883	66,183133	37,109855	93,660528	73,016890	63,782468	46,752365	58,887197	0,718379	42,088547	49,254006	59,946589	68,142494	77,859286	89,386057	97,408854	77,891673	81,793428	76,966953	97,973661	65,705712	42,409113	77,182784	78,607903
84,000000	1205,491527	101,912180	68,848689	79,691770	64,019445	80,158931	70,014529	102,586479	65,985556	36,936498	93,471001	72,837717	63,601362	46,575947	58,709129	0,716940	42,004890	49,082464	59,810724	67,985181	77,739294	89,378759	97,514496	77,817962	81,732845	76,970245	97,981779	65,693497	42,321400	77,181029	78,529476
